Date,AGG,XLB,XLF,XLI,XLK,XLP,XLU,XLV
2005-01-04,-0.0009756768307779243,-0.018173127415821954,-0.009578285679837201,-0.012414658988335181,-0.01880863812661925,-0.003471902392490726,-0.006925641038117467,-0.008075539240576305
2005-01-05,-0.00039199440435034455,-0.013937894691176672,-0.0016613108883456926,-0.006927490175513713,-0.0034149370420172207,-0.005231100123307258,-0.015852786384213217,-0.0016905325254166065
2005-01-06,0.0006842514301008391,0.006645325216051742,0.0049744927330262435,0.003304754847698071,-0.0029348248458199383,0.004796021739660483,0.005188496572211834,0.007417553235561885
2005-01-07,-0.0002922570257504844,0.001740890714892101,-0.005306943655583778,-0.004629362029576532,0.0019579118015581438,0.00477270183791594,0.0,-0.0006721372309246437
2005-01-10,-0.0004894706014396956,0.004513312821193672,0.0009971401840138492,0.003639138268136484,0.0,0.0060430506918956696,0.005162728011924353,0.00870165382778334
2005-01-11,0.0013676589536053033,-0.010445932245267157,-0.004327981029603964,-0.004634526178871564,-0.009828119851117421,-0.004312216588920997,-0.002947073120686099,-0.007022476737154338
2005-01-12,0.0014642361900032597,0.0066283590268251934,-0.0013359508283419248,0.0013263974456234032,0.005417689923505963,0.003020190735193505,0.0029470731206861604,0.00668937907277946
2005-01-13,0.002435518498092862,-0.0038315704577670685,-0.009736163102416357,-0.009655384731551073,-0.009871776943929638,-0.006483217084125543,0.004769718636396767,-0.015113972168045754
2005-01-14,-0.0036072450247714885,0.009379920886717585,0.0033681634435454464,0.0066692226784511085,0.002971594576063476,0.005621174933809017,0.008383461059005002,0.004052248529069314
2005-01-18,0.002633676776294064,0.003795658395250785,0.015679905188906013,0.003979759700090183,0.010822010486648515,0.010296203655294859,0.008673691914424495,0.008056748147522944
2005-01-19,0.0014596711952915215,-0.006912986972714625,-0.009979773698948211,-0.007975801426098116,-0.021261641871779438,-0.0017087592648457883,-0.004327441870263008,-0.006372496969892596
2005-01-20,0.0013604690844256698,-0.005564879006962375,-0.007382704813674301,-0.009049765522605112,-0.007021235738838222,-0.0008552643872870621,-0.003257487303137346,-0.005059906890948081
2005-01-21,0.00048491715177161954,-0.004194658454365306,-0.00506483379921763,-0.006418375341114528,-0.00707088227557345,-0.008594894822711176,-0.003996840504283147,-0.0067868022087627525
2005-01-24,0.0001933950080257156,-0.014109541118894096,0.00033774891488417414,-0.0030546452694839633,-0.008142562576414852,-0.003891988930080899,0.008698984850014467,-0.008548372336720322
2005-01-25,-0.001747189407857999,0.005314101282509044,0.0006767279290694183,0.0094730206105985,0.0015313137360701897,0.003891988930081015,-0.005790907086755476,0.006844775213447284
2005-01-26,-0.00048661325601440786,0.0017656072299255558,0.004723774194403179,0.0020178932145505277,0.010152845475431322,-0.0008636020391970433,0.014414660552829604,0.006120226718858957
2005-01-27,-0.0013622256181750698,0.005276392682604911,-0.0050622623746942675,0.002684555874775215,-0.0010106144891389415,0.005599950920389304,0.004996829061567311,-0.002035700773575666
2005-01-28,0.0034026332740219037,-0.0010528414967166764,-0.0013537065429992485,-0.001005541547598682,0.0,0.0004297304644614034,0.0010669336424387018,-0.00818599011675394
2005-01-31,-0.0012633734978257842,0.012219325811044205,0.011786504463609328,0.012997978653402012,0.007053321096379958,0.002572254661402441,0.011315771707393644,0.001710685783794125
2005-02-01,0.0010616244558832035,0.008292645943299481,0.01065625761930146,0.002975489442049764,0.00600572926574089,0.00042844263031108665,0.006658386326862677,0.009527165312184213
